cell_id,point_id,frame,x,y,cut
220608-E5_Out,46,8,,,False
220608-E5_Out,46,9,,,False
220608-E5_Out,46,10,,,False
220608-E5_Out,47,4,420.0,401.0,True
220608-E5_Out,48,4,286.0,371.0,True
220621-E9_Out,50,39,,,False
220621-E9_Out,50,40,,,False
220621-E9_Out,50,41,,,False
220621-E9_Out,50,42,,,False
220621-E9_Out,50,43,,,False
220621-E9_Out,50,44,,,False
220621-E9_Out,50,45,,,False
220621-E9_Out,50,46,,,False
220621-E9_Out,50,47,,,False
220621-E9_Out,50,48,,,False
220621-E9_Out,51,39,,,False
220621-E9_Out,51,40,,,False
220621-E9_Out,51,41,,,False
220621-E9_Out,51,42,,,False
220621-E9_Out,51,43,,,False
220621-E9_Out,51,44,,,False
220621-E9_Out,51,45,,,False
220621-E9_Out,51,46,,,False
220621-E9_Out,51,47,,,False
220621-E9_Out,52,39,,,False
220621-E9_Out,52,40,,,False
220621-E9_Out,52,41,,,False
220621-E9_Out,52,42,,,False
220621-E9_Out,52,43,,,False
220621-E9_Out,52,44,,,False
220621-E9_Out,52,45,,,False
220621-E9_Out,53,39,256.1303370786517,262.7721348314607,False
220621-E9_Out,53,40,,,False
220621-E9_Out,54,39,249.64803887539048,234.71815341895174,False
220621-E9_Out,54,40,,,False
220621-E9_Out,54,41,,,False
220621-E9_Out,54,42,,,False
220621-E9_Out,54,43,,,False
220621-E9_Out,55,40,273.0,304.0,True
220621-E9_Out,56,40,297.0,196.0,True
220627-E10_Out,57,3,336.1320626276378,245.09552983889267,False
220627-E10_Out,57,4,339.5677143965852,247.77609623593327,False
220627-E10_Out,57,5,339.89136490250695,245.0037140204271,False
220627-E10_Out,57,6,340.7740088105727,242.20704845814979,False
220627-E10_Out,57,7,,,False
220627-E10_Out,57,8,,,False
220627-E10_Out,57,9,,,False
220627-E10_Out,57,10,,,False
220627-E10_Out,58,3,308.032334384858,218.05283911671924,False
220627-E10_Out,58,4,,,False
220627-E10_Out,58,5,,,False
220627-E10_Out,58,6,,,False
220627-E10_Out,58,7,,,False
220627-E10_Out,58,8,,,False
220627-E10_Out,58,9,,,False
220627-E10_Out,58,10,,,False
220627-E10_Out,58,11,,,False
220627-E10_Out,58,12,,,False
220627-E10_Out,59,3,322.92774566473986,262.2926300578035,False
220627-E10_Out,59,4,,,False
220627-E10_Out,59,5,,,False
220627-E10_Out,60,3,,,False
220627-E10_Out,60,4,,,False
220627-E10_Out,61,3,345.74261992619927,282.4320418204182,False
220627-E10_Out,61,4,349.0190343546889,286.2957288765088,False
220627-E10_Out,61,5,348.40744680851066,287.7585106382979,False
220627-E10_Out,61,6,348.35612728503725,288.49424509140147,False
220627-E10_Out,61,7,349.3624691358025,287.482962962963,False
220627-E10_Out,61,8,349.0872162485066,286.3122262046993,False
220627-E10_Out,61,9,347.95641134151504,285.1726618705036,False
220627-E10_Out,61,10,349.06835066864784,285.17161961367015,False
220627-E10_Out,61,11,349.31811989100817,283.1226158038147,False
220627-E10_Out,61,12,349.0642620232172,281.8669154228856,False
220627-E10_Out,61,13,346.4856499718627,279.21947101857063,False
220627-E10_Out,61,14,349.16590815059993,280.24824162184524,False
220627-E10_Out,61,15,348.50727969348657,279.0337164750958,False
220627-E10_Out,61,16,346.20640713706405,277.8609083536091,False
220627-E10_Out,62,3,275.7569410618607,217.43156356551387,False
220627-E10_Out,62,4,274.69990766389657,211.97506925207756,False
220627-E10_Out,62,5,273.03842315369263,211.6372255489022,False
220627-E10_Out,62,6,272.509526401742,210.113228089276,False
220627-E10_Out,62,7,272.759325044405,208.40719360568383,False
220627-E10_Out,62,8,270.7997609085475,207.90436341900778,False
220627-E10_Out,62,9,269.21845710165826,206.69718817591925,False
220627-E10_Out,62,10,,,False
220627-E10_Out,62,11,,,False
220627-E10_Out,62,12,,,False
220627-E10_Out,62,13,,,False
220627-E10_Out,62,14,,,False
220627-E10_Out,63,3,279.16553846153846,245.93476923076923,False
220627-E10_Out,63,4,,,False
220627-E10_Out,63,5,,,False
220627-E10_Out,63,6,,,False
220627-E10_Out,63,7,,,False
220627-E10_Out,64,4,261.0,298.0,True
220627-E10_Out,65,4,348.0,194.0,True
220627-E10_Out,66,4,,,False
220627-E10_Out,66,5,,,False
220627-E10_Out,66,6,,,False
220627-E10_Out,66,7,,,False
220627-E10_Out,66,8,,,False
220627-E10_Out,66,9,,,False
220627-E10_Out,66,10,,,False
220627-E10_Out,66,11,,,False
220627-E10_Out,67,4,,,False
220627-E10_Out,67,5,,,False
220627-E10_Out,67,6,,,False
220627-E10_Out,67,7,,,False
220627-E10_Out,67,8,,,False
220627-E10_Out,68,4,,,False
220627-E10_Out,68,5,,,False
220627-E10_Out,68,6,,,False
220627-E10_Out,68,7,,,False
220627-E10_Out,68,8,,,False
220627-E10_Out,68,9,,,False
220627-E10_Out,68,10,,,False
220627-E10_Out,68,11,,,False
220627-E10_Out,68,12,,,False
220627-E10_Out,68,13,,,False
220627-E10_Out,68,14,,,False
220627-E3_Out,69,3,256.66468211779716,264.02423984690626,False
220627-E3_Out,69,4,253.31073703366698,266.89444949954503,False
220627-E3_Out,69,5,252.9575230296827,266.99795291709313,False
220627-E3_Out,69,6,250.69972451790633,270.49758953168043,False
220627-E3_Out,69,7,251.1264980026631,271.034620505992,False
220627-E3_Out,69,8,252.59446564885496,268.9623091603053,False
220627-E3_Out,69,9,251.4996418338109,269.21883954154725,False
220627-E3_Out,69,10,251.97099567099568,270.15281385281384,False
220627-E3_Out,69,11,252.36152954808807,269.1257242178447,False
220627-E3_Out,69,12,252.55226480836237,268.6702961672474,False
220627-E3_Out,70,3,,,False
220627-E3_Out,70,4,,,False
220627-E3_Out,70,5,,,False
220627-E3_Out,70,6,,,False
220627-E3_Out,70,7,,,False
220627-E3_Out,70,8,,,False
220627-E3_Out,70,9,,,False
220627-E3_Out,70,10,,,False
220627-E3_Out,71,3,,,False
220627-E3_Out,71,4,,,False
220627-E3_Out,71,5,,,False
220627-E3_Out,71,6,,,False
220627-E3_Out,71,7,,,False
220627-E3_Out,71,8,,,False
220627-E3_Out,71,9,,,False
220627-E3_Out,71,10,,,False
220627-E3_Out,72,3,,,False
220627-E3_Out,72,4,,,False
220627-E3_Out,72,5,,,False
220627-E3_Out,72,6,,,False
220627-E3_Out,72,7,,,False
220627-E3_Out,72,8,,,False
220627-E3_Out,72,9,,,False
220627-E3_Out,72,10,,,False
220627-E3_Out,73,3,248.9952963311383,271.44543744120415,False
220627-E3_Out,73,4,247.16055264411625,274.0905192949023,False
220627-E3_Out,73,5,,,False
220627-E3_Out,73,6,,,False
220627-E3_Out,73,7,,,False
220627-E3_Out,73,8,,,False
220627-E3_Out,73,9,,,False
220627-E3_Out,73,10,,,False
220627-E3_Out,73,11,,,False
220627-E3_Out,73,12,,,False
220627-E3_Out,75,3,,,False
220627-E3_Out,75,4,,,False
220627-E3_Out,75,5,,,False
220627-E3_Out,75,6,,,False
220627-E3_Out,75,7,,,False
220627-E3_Out,75,8,,,False
220627-E3_Out,75,9,,,False
220627-E3_Out,76,3,,,False
220627-E3_Out,76,4,,,False
220627-E3_Out,76,5,,,False
220627-E3_Out,76,6,,,False
220627-E3_Out,76,7,,,False
220627-E3_Out,76,8,,,False
220627-E3_Out,76,9,,,False
220627-E3_Out,76,10,,,False
220627-E3_Out,77,3,202.8661147587782,235.53268626891236,False
220627-E3_Out,77,4,201.84920881166616,236.79677319267762,False
220627-E3_Out,77,5,201.1521670357482,236.41284403669724,False
220627-E3_Out,77,6,202.53167938931298,236.0591603053435,False
220627-E3_Out,77,7,203.4609523809524,237.99619047619046,False
220627-E3_Out,77,8,203.8468309859155,237.99427816901408,False
220627-E3_Out,77,9,204.4907633321715,237.24991286162427,False
220627-E3_Out,78,3,289.4924973204716,220.10182207931405,False
220627-E3_Out,78,4,291.4301184433164,218.01015228426397,False
220627-E3_Out,78,5,292.04884941461444,217.23617278966492,False
220627-E3_Out,78,6,294.6488340192044,218.83173296753543,False
220627-E3_Out,78,7,291.9011235955056,217.18539325842696,False
220627-E3_Out,78,8,295.1284233900814,214.9918578830496,False
220627-E3_Out,78,9,293.4337240757439,216.11632100991883,False
220627-E3_Out,78,10,,,False
220627-E3_Out,78,11,,,False
220627-E3_Out,78,12,,,False
220627-E3_Out,78,13,,,False
220627-E3_Out,79,4,311.0,278.0,True
220627-E3_Out,80,4,239.0,189.0,True
220705-E10_Out,81,3,329.102523659306,377.97358044164037,False
220705-E10_Out,81,4,,,False
220705-E10_Out,81,5,,,False
220705-E10_Out,81,6,,,False
220705-E10_Out,81,7,,,False
220705-E10_Out,81,8,,,False
220705-E10_Out,81,9,,,False
220705-E10_Out,81,10,,,False
220705-E10_Out,81,11,,,False
220705-E10_Out,81,12,,,False
220705-E10_Out,81,13,,,False
220705-E10_Out,82,3,321.52755352755355,308.8897858897859,False
220705-E10_Out,82,4,,,False
220705-E10_Out,82,5,,,False
220705-E10_Out,82,6,,,False
220705-E10_Out,82,7,,,False
220705-E10_Out,82,8,,,False
220705-E10_Out,82,9,,,False
220705-E10_Out,82,10,,,False
220705-E10_Out,83,3,307.142675967026,372.6864299302473,False
220705-E10_Out,83,4,307.75025075225676,377.22835172183215,False
220705-E10_Out,83,5,303.02654482158397,373.97954743255,False
220705-E10_Out,83,6,,,False
220705-E10_Out,83,7,,,False
220705-E10_Out,83,8,,,False
220705-E10_Out,83,9,,,False
220705-E10_Out,83,10,,,False
220705-E10_Out,83,11,,,False
220705-E10_Out,84,3,356.0229995208433,298.65452803066603,False
220705-E10_Out,84,4,,,False
220705-E10_Out,84,5,,,False
220705-E10_Out,84,6,,,False
220705-E10_Out,84,7,,,False
220705-E10_Out,84,8,,,False
220705-E10_Out,84,9,,,False
220705-E10_Out,84,10,,,False
220705-E10_Out,84,11,,,False
220705-E10_Out,84,12,,,False
220705-E10_Out,85,3,,,False
220705-E10_Out,85,4,,,False
220705-E10_Out,85,5,,,False
220705-E10_Out,85,6,,,False
220705-E10_Out,85,7,,,False
220705-E10_Out,85,8,,,False
220705-E10_Out,86,3,,,False
220705-E10_Out,86,4,,,False
220705-E10_Out,86,5,,,False
220705-E10_Out,86,6,,,False
220705-E10_Out,86,7,,,False
220705-E10_Out,86,8,,,False
220705-E10_Out,86,9,,,False
220705-E10_Out,86,10,,,False
220705-E10_Out,86,11,,,False
220705-E10_Out,86,12,,,False
220705-E10_Out,86,13,,,False
220705-E10_Out,86,14,,,False
220705-E10_Out,86,15,,,False
220705-E10_Out,86,16,,,False
220705-E10_Out,86,17,,,False
220705-E10_Out,87,3,,,False
220705-E10_Out,87,4,,,False
220705-E10_Out,87,5,,,False
220705-E10_Out,87,6,,,False
220705-E10_Out,87,7,,,False
220705-E10_Out,87,8,,,False
220705-E10_Out,88,4,388.0,356.0,True
220705-E10_Out,89,4,283.0,335.0,True
220705-E12_Out,90,3,,,False
220705-E12_Out,90,4,,,False
220705-E12_Out,90,5,,,False
220705-E12_Out,90,6,,,False
220705-E12_Out,90,7,,,False
220705-E12_Out,90,8,,,False
220705-E12_Out,90,9,,,False
220705-E12_Out,90,10,,,False
220705-E12_Out,90,11,,,False
220705-E12_Out,91,3,267.90834633385333,245.20046801872076,False
220705-E12_Out,91,4,,,False
220705-E12_Out,91,5,,,False
220705-E12_Out,91,6,,,False
220705-E12_Out,91,7,,,False
220705-E12_Out,91,8,,,False
220705-E12_Out,91,9,,,False
220705-E12_Out,91,10,,,False
220705-E12_Out,91,11,,,False
220705-E12_Out,91,12,,,False
220705-E12_Out,91,13,,,False
220705-E12_Out,91,14,,,False
220705-E12_Out,91,15,,,False
220705-E12_Out,92,3,,,False
220705-E12_Out,92,4,,,False
220705-E12_Out,92,5,,,False
220705-E12_Out,92,6,,,False
220705-E12_Out,92,7,,,False
220705-E12_Out,92,8,,,False
220705-E12_Out,92,9,,,False
220705-E12_Out,92,10,,,False
220705-E12_Out,92,11,,,False
220705-E12_Out,92,12,,,False
220705-E12_Out,92,13,,,False
220705-E12_Out,92,14,,,False
220705-E12_Out,92,15,,,False
220705-E12_Out,92,16,,,False
220705-E12_Out,92,17,,,False
220705-E12_Out,93,4,288.0,311.0,True
220705-E12_Out,94,4,219.0,213.0,True
220705-E14_Out,95,3,396.9512541410317,408.91197349739707,False
220705-E14_Out,95,4,,,False
220705-E14_Out,95,5,,,False
220705-E14_Out,95,6,,,False
220705-E14_Out,95,7,,,False
220705-E14_Out,95,8,,,False
220705-E14_Out,95,9,,,False
220705-E14_Out,95,10,,,False
220705-E14_Out,95,11,,,False
220705-E14_Out,96,3,400.93816982687554,396.1761472932124,False
220705-E14_Out,96,3,400.93816982687554,396.1761472932124,False
220705-E14_Out,96,4,399.2501764290755,401.26640790402257,False
220705-E14_Out,96,4,399.2501764290755,401.26640790402257,False
220705-E14_Out,96,5,396.9073999191266,404.23170238576625,False
220705-E14_Out,96,5,396.9073999191266,404.23170238576625,False
220705-E14_Out,96,6,398.19908727895034,404.6274957216201,False
220705-E14_Out,96,6,398.19908727895034,404.6274957216201,False
220705-E14_Out,96,7,,,False
220705-E14_Out,96,7,,,False
220705-E14_Out,96,8,,,False
220705-E14_Out,96,8,,,False
220705-E14_Out,96,9,,,False
220705-E14_Out,96,9,,,False
220705-E14_Out,96,10,,,False
220705-E14_Out,96,10,,,False
220705-E14_Out,96,11,,,False
220705-E14_Out,96,11,,,False
220705-E14_Out,96,12,,,False
220705-E14_Out,96,13,,,False
220705-E14_Out,96,14,,,False
220705-E14_Out,97,3,446.86103210077204,367.96464851686306,False
220705-E14_Out,97,4,450.13218849840257,366.8134984025559,False
220705-E14_Out,97,5,451.88725985844286,365.5530839231547,False
220705-E14_Out,97,6,453.063627254509,364.5851703406814,False
220705-E14_Out,97,7,,,False
220705-E14_Out,97,8,,,False
220705-E14_Out,97,9,,,False
220705-E14_Out,97,10,,,False
220705-E14_Out,97,11,,,False
220705-E14_Out,97,12,,,False
220705-E14_Out,97,13,,,False
220705-E14_Out,98,3,403.3868715083799,433.2084497206704,False
220705-E14_Out,98,4,398.2188221709007,437.40819861431874,False
220705-E14_Out,98,5,399.39437984496124,437.3543281653747,False
220705-E14_Out,98,6,398.24883720930234,437.5609302325581,False
220705-E14_Out,98,7,396.9562809676479,439.94054211600115,False
220705-E14_Out,98,8,397.97975708502025,441.688995215311,False
220705-E14_Out,98,9,398.2839046199702,438.54880774962743,False
220705-E14_Out,98,10,,,False
220705-E14_Out,98,11,,,False
220705-E14_Out,99,3,,,False
220705-E14_Out,99,4,,,False
220705-E14_Out,99,5,,,False
220705-E14_Out,99,6,,,False
220705-E14_Out,99,7,,,False
220705-E14_Out,100,3,,,False
220705-E14_Out,100,4,,,False
220705-E14_Out,100,5,,,False
220705-E14_Out,100,6,,,False
220705-E14_Out,100,7,,,False
220705-E14_Out,100,8,,,False
220705-E14_Out,100,9,,,False
220705-E14_Out,100,10,,,False
220705-E14_Out,101,3,,,False
220705-E14_Out,101,4,,,False
220705-E14_Out,101,5,,,False
